Zone,ObjectName,Timestamp
0,0,2025-04-17 16:12:30
1,10,2025-04-17 16:12:34
2,30,2025-04-17 16:12:44
3,50,2025-04-17 16:12:28
4,100,2025-04-17 16:12:37
