Zone,ObjectName,Timestamp
0,0,2025-04-17 16:12:02
1,10,2025-04-17 16:12:10
2,30,2025-04-17 16:12:14
3,100,2025-04-17 16:12:19
4,50,2025-04-17 16:12:18
