Zone,ObjectName,Timestamp
0,0,2025-04-17 16:08:39
1,10,2025-04-17 16:08:48
2,30,2025-04-17 16:08:51
3,50,2025-04-17 16:08:53
4,100,2025-04-17 16:08:56
