Zone,ObjectName,Timestamp
0,0,2025-03-31 14:13:14
1,10,2025-03-31 14:13:17
2,30,2025-03-31 14:13:30
3,100,2025-03-31 14:13:40
4,50,2025-03-31 14:13:42
