Zone,ObjectName,Timestamp
0,Fur ball,2025-03-31 14:07:45
1,Sponge ball,2025-03-31 14:08:31
2,bouncy ball,2025-03-31 14:08:27
3,Steal ball,2025-03-31 14:08:24
4,BaseBall,2025-03-31 14:08:07
