timestamp,object_name,object_grab,total_grab,session,session_duration,zone,Timestamp,SourceFile,expected_zone,correct,exp
2025-04-16 14:50:41,0,1,9,1,53.0,0,2025-04-16 14:50:42,20250416_145122_euncha_zone_log.csv,0,True,True
2025-04-16 14:51:07,100,9,27,1,53.0,3,2025-04-16 14:51:04,20250416_145122_euncha_zone_log.csv,4,False,True
2025-04-16 14:51:14,30,9,32,1,53.0,1,2025-04-16 14:51:15,20250416_145122_euncha_zone_log.csv,2,False,True
2025-04-16 14:51:16,10,9,33,1,53.0,2,2025-04-16 14:51:17,20250416_145122_euncha_zone_log.csv,1,False,True
2025-04-16 14:51:18,50,6,34,1,53.0,4,2025-04-16 14:50:40,20250416_145122_euncha_zone_log.csv,3,False,True
2025-04-16 14:51:37,0,1,10,2,41.0,0,2025-04-16 14:51:38,20250416_145210_euncha_zone_log.csv,0,True,True
2025-04-16 14:51:57,10,5,23,2,41.0,1,2025-04-16 14:51:58,20250416_145210_euncha_zone_log.csv,1,True,True
2025-04-16 14:52:01,30,3,26,2,41.0,4,2025-04-16 14:51:40,20250416_145210_euncha_zone_log.csv,2,False,True
2025-04-16 14:52:05,50,8,29,2,41.0,2,2025-04-16 14:52:06,20250416_145210_euncha_zone_log.csv,3,False,True
2025-04-16 14:52:06,100,13,30,2,41.0,3,2025-04-16 14:52:07,20250416_145210_euncha_zone_log.csv,4,False,True
2025-04-16 14:52:27,50,1,1,3,24.0,4,2025-04-16 14:52:28,20250416_145256_euncha_zone_log.csv,3,False,True
2025-04-16 14:52:29,0,1,2,3,24.0,0,2025-04-16 14:52:30,20250416_145256_euncha_zone_log.csv,0,True,True
2025-04-16 14:52:42,100,3,8,3,24.0,3,2025-04-16 14:52:43,20250416_145256_euncha_zone_log.csv,4,False,True
2025-04-16 14:52:50,10,3,13,3,24.0,2,2025-04-16 14:52:50,20250416_145256_euncha_zone_log.csv,1,False,True
2025-04-16 14:52:51,30,6,14,3,24.0,1,2025-04-16 14:52:52,20250416_145256_euncha_zone_log.csv,2,False,True
2025-04-16 14:53:00,Fur ball,1,2,4,61.0,0,2025-04-16 14:53:01,20250416_145404_euncha_zone_log.csv,0,True,True
