Zone,ObjectName,Timestamp
0,Fur ball,2025-04-17 17:17:04
1,Sponge ball,2025-04-17 17:17:25
2,bouncy ball,2025-04-17 17:17:29
3,Steal ball,2025-04-17 17:17:16
4,BaseBall,2025-04-17 17:17:12
