Zone,ObjectName,Timestamp
0,0,2025-04-17 17:15:11
1,50,2025-04-17 17:15:46
2,100,2025-04-17 17:15:58
3,30,2025-04-17 17:15:51
4,10,2025-04-17 17:15:38
