Zone,ObjectName,Timestamp
0,Fur ball,2025-03-26 09:34:49
1,Sponge ball,2025-03-26 09:35:01
1,Ring_MP,2025-03-26 09:35:01
1,Middle_MP,2025-03-26 09:35:01
2,bouncy ball,2025-03-26 09:34:54
3,BaseBall,2025-03-26 09:35:03
3,Ring_DP,2025-03-26 09:35:03
4,Steal ball,2025-03-26 09:35:05
