Zone,ObjectName,Timestamp
0,Fur ball,2025-03-26 14:16:11
1,Sponge ball,2025-03-26 14:16:16
2,bouncy ball,2025-03-26 14:16:28
3,BaseBall,2025-03-26 14:16:25
4,Steal ball,2025-03-26 14:16:23
