Zone,ObjectName,Timestamp
0,0,2025-03-26 14:20:02
1,10,2025-03-26 14:19:51
2,30,2025-03-26 14:20:06
3,50,2025-03-26 14:20:21
4,100,2025-03-26 14:20:29
