Zone,ObjectName,Timestamp
0,Fur ball,2025-04-01 14:32:05
1,bouncy ball,2025-04-01 14:32:36
2,Sponge ball,2025-04-01 14:32:41
3,BaseBall,2025-04-01 14:32:50
4,Steal ball,2025-04-01 14:32:46
