Zone,ObjectName,Timestamp
0,0,2025-05-28 15:39:18
1,10,2025-05-28 15:39:28
2,30,2025-05-28 15:39:41
2,WristColliderCube,2025-05-28 15:39:39
3,100,2025-05-28 15:39:44
4,50,2025-05-28 15:39:15
