Zone,ObjectName,Timestamp
0,0,2025-03-26 10:29:33
1,10,2025-03-26 10:29:28
2,100,2025-03-26 10:29:40
3,30,2025-03-26 10:29:45
4,50,2025-03-26 10:29:44
4,Ring_DP,2025-03-26 10:29:44
