Zone,ObjectName,Timestamp
0,Fur ball,2025-03-26 13:37:07
1,Sponge ball,2025-03-26 13:37:13
2,bouncy ball,2025-03-26 13:37:02
3,BaseBall,2025-03-26 13:36:58
4,Steal ball,2025-03-26 13:36:54
