Zone,ObjectName,Timestamp
0,Fur ball,2025-03-31 18:48:48
1,Sponge ball,2025-03-31 18:48:59
2,bouncy ball,2025-03-31 18:49:15
3,BaseBall,2025-03-31 18:49:34
4,Steal ball,2025-03-31 18:49:32
