Zone,ObjectName,Timestamp
0,Fur ball,2025-04-10 22:32:52
1,Sponge ball,2025-04-10 22:32:49
2,bouncy ball,2025-04-10 22:32:54
2,Middle_DP,2025-04-10 22:32:54
2,Thumb_DP,2025-04-10 22:32:54
3,BaseBall,2025-04-10 22:32:58
4,Steal ball,2025-04-10 22:33:01
