Zone,ObjectName,Timestamp
0,Fur ball,2025-04-16 16:10:50
0,Thumb_DP,2025-04-16 16:10:50
1,Sponge ball,2025-04-16 16:11:08
2,bouncy ball,2025-04-16 16:11:10
3,BaseBall,2025-04-16 16:11:05
4,Steal ball,2025-04-16 16:11:17
