Zone,ObjectName,Timestamp
0,0,2025-03-27 10:16:51
1,10,2025-03-27 10:16:46
2,30,2025-03-27 10:17:00
3,100,2025-03-27 10:17:10
4,50,2025-03-27 10:17:07
