Zone,ObjectName,Timestamp
0,Fur ball,2025-04-17 11:14:25
1,Sponge ball,2025-04-17 11:14:29
2,bouncy ball,2025-04-17 11:14:27
2,Middle_DP,2025-04-17 11:14:27
3,BaseBall,2025-04-17 11:14:23
4,Steal ball,2025-04-17 11:14:31
4,Ring_DP,2025-04-17 11:14:31
4,Ring_MP,2025-04-17 11:14:31
