Zone,ObjectName,Timestamp
0,Fur ball,2025-04-16 16:16:54
1,BaseBall,2025-04-16 16:17:09
2,Sponge ball,2025-04-16 16:17:15
3,bouncy ball,2025-04-16 16:17:34
4,Steal ball,2025-04-16 16:17:32
