Zone,ObjectName,Timestamp
0,0,2025-05-28 15:36:48
0,Ring_DP,2025-05-28 15:37:05
0,Middle_DP,2025-05-28 15:37:05
1,10,2025-05-28 15:37:03
2,30,2025-05-28 15:37:01
3,50,2025-05-28 15:37:29
4,100,2025-05-28 15:37:27
