Zone,ObjectName,Timestamp
0,Fur ball,2025-03-25 19:15:55
1,Sponge ball,2025-03-25 19:16:07
2,bouncy ball,2025-03-25 19:17:03
3,Steal ball,2025-03-25 19:17:05
3,Pinky_DP,2025-03-25 19:17:05
4,BaseBall,2025-03-25 19:17:07
4,Thumb_PP,2025-03-25 19:17:07
