Zone,ObjectName,Timestamp
0,Fur ball,2025-04-16 16:41:11
1,Sponge ball,2025-04-16 16:41:09
2,bouncy ball,2025-04-16 16:41:03
3,BaseBall,2025-04-16 16:41:01
4,Steal ball,2025-04-16 16:41:05
