Zone,ObjectName,Timestamp
0,Fur ball,2025-04-17 16:10:29
1,Sponge ball,2025-04-17 16:10:27
2,bouncy ball,2025-04-17 16:10:41
3,BaseBall,2025-04-17 16:11:02
4,Steal ball,2025-04-17 16:10:59
