Zone,ObjectName,Timestamp
0,Fur ball,2025-04-17 16:11:31
1,Sponge ball,2025-04-17 16:11:36
2,bouncy ball,2025-04-17 16:11:51
3,BaseBall,2025-04-17 16:11:53
4,Steal ball,2025-04-17 16:11:46
4,Middle_DP,2025-04-17 16:11:46
