Zone,ObjectName,Timestamp
0,Fur ball,2025-04-10 22:34:30
1,Sponge ball,2025-04-10 22:34:33
2,bouncy ball,2025-04-10 22:34:42
3,BaseBall,2025-04-10 22:34:36
3,Thumb_DP,2025-04-10 22:34:36
4,Steal ball,2025-04-10 22:34:39
