Zone,ObjectName,Timestamp
0,0,2025-04-16 16:38:46
1,10,2025-04-16 16:39:07
2,Middle_DP,2025-04-16 16:39:13
2,30,2025-04-16 16:39:13
2,Pinky_MP,2025-04-16 16:38:55
3,50,2025-04-16 16:39:11
3,Middle_DP,2025-04-16 16:39:11
3,Ring_DP,2025-04-16 16:39:11
4,100,2025-04-16 16:38:48
