Zone,ObjectName,Timestamp
0,0,2025-04-01 14:51:48
1,10,2025-04-01 14:51:53
2,30,2025-04-01 14:52:13
3,100,2025-04-01 14:52:10
4,50,2025-04-01 14:52:18
