Zone,ObjectName,Timestamp
0,0,2025-04-16 14:11:39
1,10,2025-04-16 14:11:36
2,30,2025-04-16 14:11:31
3,50,2025-04-16 14:11:25
4,100,2025-04-16 14:11:28
