Zone,ObjectName,Timestamp
0,0,2025-05-29 10:14:05
1,10,2025-05-29 10:14:12
2,30,2025-05-29 10:19:29
3,50,2025-05-29 10:19:32
4,100,2025-05-29 10:14:19
