Zone,ObjectName,Timestamp
0,Fur ball,2025-05-27 00:44:14
1,Steal ball,2025-05-27 00:44:09
2,bouncy ball,2025-05-27 00:44:04
3,Sponge ball,2025-05-27 00:44:11
4,BaseBall,2025-05-27 00:44:17
4,Ring_DP,2025-05-27 00:44:17
