Zone,ObjectName,Timestamp
0,0,2025-03-27 10:21:55
1,10,2025-03-27 10:21:33
1,Pinky_DP,2025-03-27 10:21:33
2,30,2025-03-27 10:22:08
2,Thumb_DP,2025-03-27 10:22:25
3,50,2025-03-27 10:22:31
4,100,2025-03-27 10:22:18
