Zone,ObjectName,Timestamp
0,Fur ball,2025-04-17 11:15:16
1,Sponge ball,2025-04-17 11:15:05
2,bouncy ball,2025-04-17 11:15:29
3,BaseBall,2025-04-17 11:15:21
4,Steal ball,2025-04-17 11:15:23
4,Thumb_DP,2025-04-17 11:15:25
