Zone,ObjectName,Timestamp
0,Fur ball,2025-03-31 14:07:11
1,Sponge ball,2025-03-31 14:07:21
2,bouncy ball,2025-03-31 14:07:34
3,BaseBall,2025-03-31 14:07:25
4,Steal ball,2025-03-31 14:07:18
