Zone,ObjectName,Timestamp
0,Fur ball,2025-03-31 14:10:40
1,Sponge ball,2025-03-31 14:10:57
2,BaseBall,2025-03-31 14:11:02
3,bouncy ball,2025-03-31 14:10:53
4,Steal ball,2025-03-31 14:10:51
