Zone,ObjectName,Timestamp
0,Fur ball,2025-04-01 14:30:05
1,bouncy ball,2025-04-01 14:30:30
2,Sponge ball,2025-04-01 14:30:26
3,Steal ball,2025-04-01 14:29:56
4,BaseBall,2025-04-01 14:30:02
