Zone,ObjectName,Timestamp
0,Fur ball,2025-05-30 12:24:47
1,Sponge ball,2025-05-30 12:24:51
2,bouncy ball,2025-05-30 12:24:43
3,Steal ball,2025-05-30 12:24:38
4,BaseBall,2025-05-30 12:24:34
