Zone,ObjectName,Timestamp
0,0,2025-04-16 14:57:54
1,10,2025-04-16 14:58:10
2,100,2025-04-16 14:58:27
2,Middle_MP,2025-04-16 14:58:30
2,Index_MP,2025-04-16 14:58:31
2,Index_DP,2025-04-16 14:58:30
2,Pinky_DP,2025-04-16 14:58:31
2,Ring_MP,2025-04-16 14:58:30
2,Ring_DP,2025-04-16 14:58:30
2,Middle_DP,2025-04-16 14:58:30
3,Index_PP,2025-04-16 14:58:27
3,30,2025-04-16 14:58:29
4,50,2025-04-16 14:57:59
