Zone,ObjectName,Timestamp
0,0,2025-04-16 16:40:07
1,10,2025-04-16 16:40:05
1,Ring_DP,2025-04-16 16:40:22
2,30,2025-04-16 16:40:21
3,50,2025-04-16 16:40:14
4,100,2025-04-16 16:40:25
4,Ring_DP,2025-04-16 16:40:25
4,Middle_DP,2025-04-16 16:40:25
