Zone,ObjectName,Timestamp
0,Fur ball,2025-04-16 16:42:13
1,Sponge ball,2025-04-16 16:42:11
2,bouncy ball,2025-04-16 16:42:05
3,BaseBall,2025-04-16 16:42:07
4,Steal ball,2025-04-16 16:42:09
