Zone,ObjectName,Timestamp
0,Fur ball,2025-04-16 19:29:42
1,Sponge ball,2025-04-16 19:29:44
2,bouncy ball,2025-04-16 19:29:46
3,BaseBall,2025-04-16 19:29:51
4,Steal ball,2025-04-16 19:29:56
