Zone,ObjectName,Timestamp
0,0,2025-04-10 22:33:45
0,Middle_DP,2025-04-10 22:33:46
1,10,2025-04-10 22:33:36
2,30,2025-04-10 22:33:34
3,Thumb_PP,2025-04-10 22:34:09
3,50,2025-04-10 22:34:09
4,100,2025-04-10 22:34:11
