Zone,ObjectName,Timestamp
0,0,2025-04-10 22:28:30
1,10,2025-04-10 22:28:28
2,30,2025-04-10 22:28:21
3,50,2025-04-10 22:28:40
4,100,2025-04-10 22:28:43
