Zone,ObjectName,Timestamp
0,Fur ball,2025-03-27 10:19:51
1,Sponge ball,2025-03-27 10:19:48
2,Thumb_PP,2025-03-27 10:20:11
2,bouncy ball,2025-03-27 10:20:10
3,BaseBall,2025-03-27 10:19:54
4,Steal ball,2025-03-27 10:19:58
