Zone,ObjectName,Timestamp
0,Fur ball,2025-03-27 10:18:31
1,Sponge ball,2025-03-27 10:18:18
2,bouncy ball,2025-03-27 10:18:41
3,BaseBall,2025-03-27 10:18:50
4,Steal ball,2025-03-27 10:18:53
