2025-05-28 오후 12:04:47,0,1,1,0,NoMaterial
2025-05-28 오후 12:04:55,100,1,2,1,NoMaterial
2025-05-28 오후 12:05:08,50,1,3,0.5,NoMaterial
2025-05-28 오후 12:05:10,50,2,4,0.5,NoMaterial
2025-05-28 오후 12:05:18,30,1,5,0.3,NoMaterial
2025-05-28 오후 12:05:23,30,2,6,0.3,NoMaterial
2025-05-28 오후 12:05:32,10,1,7,0.1,NoMaterial
2025-05-28 오후 12:05:45,30,3,8,0.3,NoMaterial
2025-05-28 오후 12:05:49,30,4,9,0.3,NoMaterial
2025-05-28 오후 12:05:57,100,2,10,1,NoMaterial
2025-05-28 오후 12:05:59,100,3,11,1,NoMaterial
2025-05-28 오후 12:06:02,100,4,12,1,NoMaterial
2025-05-28 오후 12:06:03,100,5,13,1,NoMaterial
2025-05-28 오후 12:06:13,0,2,14,0,NoMaterial
2025-05-28 오후 12:06:18,10,2,15,0.1,NoMaterial
2025-05-28 오후 12:06:24,30,5,16,0.3,NoMaterial
2025-05-28 오후 12:06:39,100,6,17,1,NoMaterial
2025-05-28 오후 12:06:41,100,7,18,1,NoMaterial
2025-05-28 오후 12:06:47,10,3,19,0.1,NoMaterial
2025-05-28 오후 12:06:49,10,4,20,0.1,NoMaterial
2025-05-28 오후 12:06:53,10,5,21,0.1,NoMaterial
2025-05-28 오후 12:06:58,10,6,22,0.1,NoMaterial
2025-05-28 오후 12:07:01,50,3,23,0.5,NoMaterial
2025-05-28 오후 12:07:03,50,4,24,0.5,NoMaterial
2025-05-28 오후 12:07:05,50,5,25,0.5,NoMaterial
2025-05-28 오후 12:08:10,bouncy ball,1,1,0.1,Confusion
2025-05-28 오후 12:08:16,Steal ball,1,2,0.3,Confusion
2025-05-28 오후 12:08:22,Fur ball,1,3,1,Confusion
2025-05-28 오후 12:08:22,Fur ball,2,4,1,Confusion
2025-05-28 오후 12:08:27,Steal ball,2,5,0.3,Confusion
2025-05-28 오후 12:08:28,Steal ball,3,6,0.3,Confusion
2025-05-28 오후 12:08:32,BaseBall,1,7,0,Confusion
2025-05-28 오후 12:08:36,bouncy ball,2,8,0.1,Confusion
2025-05-28 오후 12:08:43,BaseBall,2,9,0,Confusion
2025-05-28 오후 12:08:47,bouncy ball,3,10,0.1,Confusion
