Zone,ObjectName,Timestamp
0,Fur ball,2025-04-01 14:59:17
1,Sponge ball,2025-04-01 14:59:14
2,bouncy ball,2025-04-01 14:59:09
3,BaseBall,2025-04-01 14:59:04
4,Steal ball,2025-04-01 14:58:58
