Zone,ObjectName,Timestamp
0,Fur ball,2025-03-25 19:14:48
1,Sponge ball,2025-03-25 19:15:31
2,bouncy ball,2025-03-25 19:15:28
3,Steal ball,2025-03-25 19:15:27
4,BaseBall,2025-03-25 19:14:57
