Zone,ObjectName,Timestamp
0,0,2025-03-25 19:35:22
1,10,2025-03-25 19:35:26
2,30,2025-03-25 19:35:09
3,50,2025-03-25 19:35:13
4,100,2025-03-25 19:35:02
