Zone,ObjectName,Timestamp
0,Fur ball,2025-03-26 10:32:13
1,Sponge ball,2025-03-26 10:32:15
2,bouncy ball,2025-03-26 10:32:21
3,BaseBall,2025-03-26 10:32:22
3,Thumb_DP,2025-03-26 10:32:22
4,Steal ball,2025-03-26 10:32:25
