Zone,ObjectName,Timestamp
0,Fur ball,2025-03-26 10:24:32
1,Sponge ball,2025-03-26 10:25:00
2,bouncy ball,2025-03-26 10:25:05
3,BaseBall,2025-03-26 10:25:07
4,Steal ball,2025-03-26 10:24:50
