Zone,ObjectName,Timestamp
0,0,2025-04-16 14:09:23
1,10,2025-04-16 14:09:43
2,Middle_DP,2025-04-16 14:09:51
2,Ring_DP,2025-04-16 14:09:51
2,30,2025-04-16 14:09:51
3,50,2025-04-16 14:09:54
3,Middle_MP,2025-04-16 14:09:54
4,100,2025-04-16 14:09:40
