Zone,ObjectName,Timestamp
0,Fur ball,2025-04-16 14:08:24
1,Sponge ball,2025-04-16 14:09:07
2,bouncy ball,2025-04-16 14:09:09
3,BaseBall,2025-04-16 14:09:01
4,Steal ball,2025-04-16 14:08:52
